track_id,track_genre
00XqpAvp16qJ27mCTKFmYA,trance
00XuSVTS9KiAZzgaQJiEGZ,blues
00y0koMq3qpO89kq5hlYU6,industrial
00Y9r5SfbDdEjJhNg7laQr,german
00yByCY0mau0KEuRcMg3UQ,opera
00ye8LcmyL0POi53XhAF2w,funk
00yJsUfhS7Tp3mPMbgmjoJ,german
00yLfREo2rRXlTXvGBgc7p,happy
00Ys2R4wKqpKbGMgpZBirL,afrobeat
00YTxvwAzd8SfrXdBQU1yZ,iranian
00YU94LCvdDLplDmXCu9UO,drum-and-bass
00YwP3wJWiG8IxAA7OS9lo,"indian, indie-pop, indie, k-pop, singer-songwriter, songwriter"
00zKsjOedBGipmWamt0bdq,reggaeton
00Zr0lkDueJHXnKjbU2Aro,children
00zyfk3IEBnoWczoKV455E,gospel
00ZyHdRmAxhS8iswmEqCTn,hardstyle
00ZyULMuJ9Jn4mUnlnMdin,comedy
00ZYYvMBC1Rs4nl0Y0suN1,country
00zzlT2dmdCfY8E6gljdyr,idm
010189igJXAPKuys4itwaE,"brazil, reggae"
010LzZsO4eqQUdUv1f1y9m,"brazil, reggae"
010wjhOg2RUgZsWxTgtym8,guitar
0110a0AM2nOV8yYa9u6kjQ,"electro, house"
0127xufjRESDGHchbt9hvD,kids
012JFkVnfxxnL0dN29j73L,"blues, british, psych-rock, r-n-b, rock-n-roll"
012NJSdURT6pzuzl1cSUG6,ambient
012rSxZFvcLdaiUkSSVyyi,dub
01380RE6UfsPSdiUIwrCoH,k-pop
013TFRzJWkT41RRSgSenfI,metalcore
013yvkSuXQkZ6zki7li14l,children
0145y53KEAX8swAFpNSmWN,heavy-metal
014DA3BdnmD3kI5pBogH7c,indie-pop
014yBfk5cE068jlXiX59l0,romance
015ASDUjzFvQrKgVI23aki,bluegrass
015BCBzbTyaGy01VopJlR9,"deep-house, groove"
015ENhxZgNXSvzml1FJueG,"punk-rock, punk"
015SmK4Fvjv13dVwtGoMC0,trip-hop
016iTFDW3ZCIxnw6NN2JZP,drum-and-bass
017KcLLlvf36HA4l9lqo2p,j-idol
017PF4Q3l4DBUiWoXk4OWT,dance
017qYDiQ3s9Yp5PZbdtPzr,j-rock
018eOid2aGaPdxon7T6GsC,indian
018RNVupRQz9Vc5unfW8Pq,swedish
018SQDupRTRsl1Wolu1X0c,club
018TIqGwVaEzXN8JSwpG6q,bluegrass
018tZLkNtsKAFDi2sqr2eX,spanish
018vKll25kQiBjJ9FVOhSV,iranian
018W74DV50gRCwoJZdeIZ5,heavy-metal
018zT8xThRbMH2QeUoMlKQ,metal
019FzsAPFX2KEh2vDnhvee,j-dance
019GjjVqU4lNg4QnZzRjUd,"alt-rock, electronic, punk-rock, punk"
019kQw9gcLJONeYgEtlf9t,"j-rock, rockabilly"
01A1YsdxWJ6omysFtEqJ18,electro
01a7iyoBmuzBVkwcmgYCqb,j-idol
01AB5JpnYb6wg85FootI8F,kids
01ACdIbLskndpj7q5pMfh4,"folk, r-n-b"
01AE1MgL6L86WQzh4KGDUa,pop-film
01AKiTk6iF60Kpvitd1Ih1,hip-hop
01AwohzqShtjlhyjYoWKHM,"singer-songwriter, songwriter"
01B7c0nbzaf84Y3Bd8gbtn,jazz
01BC4Xj5tfsfV8DLDrma7q,house
01bi4oem9ZP41k1u43Ir4m,study
01Bjn3lj74LedUImE5ceFe,j-rock
01BmQnWTLdDojdO5eZU6nm,power-pop
01BpWoUvnK8zrBlfgJN1UT,party
01cGujYWGF7JchJLSgf6Ta,"death-metal, groove"
01chLuyt3rNktc3lRXPfZR,breakbeat
01CLE5sbwJDhyLZbvbtFuJ,chicago-house
01CXtj7DFZETkiCDosMFjy,breakbeat
01d8pAucIn2NA37da2uHZK,black-metal
01ECmBb20B3qarePTzqo96,sleep
01EEDndCqYapk8IjMqbWDa,detroit-techno
01EgetpQiOP29Weu6kKqzJ,brazil
01EXewMmdpxLaSp572hKBO,hardstyle
01fa0cKL8OFFehwurqdEuC,synth-pop
01fJsWEBJydtBvCkvJLgkI,anime
01FnTmSe5zIE0LmqPISajN,french
01ft7EehsvcgF5sjwG7LrH,dubstep
01fVbxyW9y2oKdXvg56uE5,"deep-house, groove"
01G2VTNQnk6E3tCJjcwW55,grindcore
01g49e92y9KrPXNtlJfNaG,sleep
01G9YLJyrzCVn1mp60mWuM,breakbeat
01gAPdC5tQpriXreNcgKNr,breakbeat
01gMw6DbUQ6UHhohpWeJlg,swedish
01goDEgLNLAVOmRQ8Ip7js,black-metal
01gwr3jWt9RlN6hL8Y6Xij,iranian
01gx6eTHdDH9PzgnLdgbDB,grunge
01hqk2m3PvZFnKq8JWOCbB,happy
01hzSkNrbt10n7GaEulntu,club
01i7rL44A6W3YhiY9dcSMd,metalcore
01iG3sHdWmPn7xPtpkZyCC,french
01ioXCMkGpxuKrdEO3TSob,afrobeat
01IUihf6kY4DKi9cJHhfpk,chicago-house
01iywRWAVoRZPynCChMzfg,breakbeat
01j3L5PF7R6DywRaGYlq8T,industrial
01jBLs7IZQzPt3dVdn5rDa,synth-pop
01joz7JAJeUU36y9r63IHL,gospel
01jvihEe0ksag2uudul1gs,synth-pop
01K30kWClnaHI7ddZnJxa2,romance
01K42inuuCqOB731ugiQAd,trip-hop
01KMzErTdv3JfZsBe21aEz,garage
01kWL1mMqJ7yGxv9dHg4xB,ska
01kzWd0EWMYrSDHESjTjfU,"deep-house, french"
01l7bKroMOIHpB7rmJnGAg,disney
01LE9CWi7yaQOx3vWxwDHI,"mpb, pagode, samba"
01Lh80BtWdfDkyaSUh37zi,trance
01lhcfZIEUd20ZbtLSoZWx,power-pop
01LigwR8Dn9cPqCIGIBqwv,blues
01liw2951Dy4HwGzHYtaEC,ska
01lTSkSxe2k2QcLPlbNhjl,hardstyle
01lTz1u477ZxQ6yNgmWz2V,techno
01lxuhurexDh8f2qAzf3Dz,forro
01M0YRamUAhV0XMPZrUIky,sleep
01mFbAPHIQC6VZra04PkuU,party
01moK6nSNPIDKnfv5GhsN1,guitar
01mu4LFiBrFkJyELag2eZe,turkish
01MVOl9KtVTNfFiBU9I7dc,"acoustic, indie-pop"
01N2IF29PcgRWBqGtLjoha,"chicago-house, detroit-techno"
01N3dypizZMUHKdcsQ02Jo,happy
01N4rGD2WJZewp4RAu8034,"jazz, turkish"
01N927VN3LvrSepEO1CdV3,brazil
01NKQM0t8lyzOo4YZOZLYw,groove
01Nl8C2RuzukJWbOfYxsU6,"punk-rock, punk"
01NsPGMDWGOrNWK9QylpHw,hip-hop
01nyVfrvVrPiW9iIhmBqq1,j-rock
01o10secJwruTgJpKVC0lY,idm
01oi7xPAoVNPhkSII3V5DC,chicago-house
01ok5Cx1Yb27bawEann8aL,disco
01p5s1IbneueexPka3Px3O,"hard-rock, r-n-b"
01PEslX4hEffSyeZbp9tHm,ambient
01pMkUhb1IcsmCYYa99qSZ,study
01pql9IvCSXGzTpWkgJvAg,dancehall
01PSJFZbSRujjSk9d2Gbla,mandopop
01pX5frQUf9ioZQQJjGNxU,"happy, hardstyle"
01Q3OyB05mLgH01fpdAMPP,"french, indie"
01Q4wU19hamqnhNjtuvTyI,hard-rock
01QMX8veRCq3KV9zvwlpqE,honky-tonk
01qUSVG6qslWiac2ykVwEa,breakbeat
01r12WnaCIHNvqYvkn35rg,drum-and-bass
01R3LjAOaCAC4SZlPh2GFO,black-metal
01R8E80wecrjrq6iwrdZx3,sertanejo
01Rc6yXYtujAnMaR1NME11,"chill, sad"
01saN34a57TAmGqxlvgPOg,trip-hop
01SEeuiaCTjEwEIqWVuoKn,afrobeat
01SfTM5nfCou5gQL70r6gs,"british, psych-rock"
01SGzEGI5Z499vAQryTdHU,breakbeat
01sHFh1aR5t7NlIJkOEhNH,party
01SoeJJ3ICXaWLBp1jnWk8,spanish
01SrlhxIkbzihcyYVmsh1z,synth-pop
01TeuyP7xbetM8isC9N1Xw,grindcore
01Tmt6u5mTUS2oCF0Vx9tp,pagode
01TnVDiet1DFTsyWKUKovl,emo
01TtrmZEiYitpwDUcPQ6dj,"chill, sad"
01TyFEZu6mHbffsVfxgrFn,"indie-pop, indie"
01u86SwMBQr1iN3ggFmNmH,kids
01UeBfllW39eaKdiCw556R,sad
01ugCDMaqFgnjKtXl0O2CE,synth-pop
01usYki6saSYPMELi4LGUt,happy
01vfSVYtIhFmd2aNBIhcvf,swedish
01VrMW1iA5d9XrpMtZiVri,breakbeat
01w9XPwMIXAcyzQ6o9oaNM,synth-pop
01WbKbstEeqV9OY2JMFQe4,sertanejo
01WdAsZfS0b9neTmm0eyFP,opera
01WVTVy1SxkOJ9wtwSioWL,afrobeat
01x0v6Dn1SYMNCskYWGuAa,soul
01XbMBVX5A3DIsGHuUsBSe,sertanejo
01xdiGuSuIf5qZulm1uqkY,hardstyle
01XFgRZfZI7oBagNf1Loml,electronic
01XP4DU82QE56hH3l16a7S,"dub, dubstep"
01XyRFxUKPLVOWglamSV2K,samba
01Y6Ty0YJVGXWiJOK4zi0q,"mpb, pagode, samba"
01yDjImCcOaHDT4uy6VOPw,"hard-rock, hardcore, ska"
01YEp5KTfQyoRpH3Ci1oFz,"bluegrass, gospel"
01ygrG3sTaMaU3rmAkL8Wr,party
01YIoxhuISTSBh8cOvhIbG,"grunge, metal"
01ymAdRAqv2YG5FTXmXTuz,drum-and-bass
01yqm6MIIlCdOXCtrYJpRx,sleep
01YvuEGemQFHwwyonFxIma,groove
01YYvokYa6Cmmk8lBf65iT,anime
01Z1UXSAb9QOajOaOEOF1J,study
01z3wyn02forxUQHEDAa0R,grunge
01ZAjuOp09OWWEoNBTmJ8R,tango
01zkbVsJQrtL1kwefeULG8,afrobeat
01zLtvxw5jE6fXhBjzvvGm,chicago-house
01zp4taj3AApYlN2iejw3W,power-pop
01zqlg8u8YHdSNdlgTUJUm,afrobeat
01ZQLoq5j9ALYC9Eyecefn,sad
01ZRWB4TGCD4IyIgtJ8eV0,minimal-techno
01zyNwxTMWiqcXUjyijcVR,industrial
020Gj87SqDRvzGHELzcCEc,spanish
0210gFYpVnijFhx38qw4Zf,romance
0218OusF1etow0wB7zia7u,romance
021CDMsSQyDlLL5VxPNQ7O,salsa
021HX1LUHVepJZhtAUYHnZ,black-metal
021ulLp7HZvzNJgAmT6mkY,honky-tonk
022nJwdqNEHRazWpp55bWa,"emo, punk"
023HjMUOjqEGFUUATqIXOs,honky-tonk
023iiH1B94VYpHuq2Wnp1b,"grunge, metal"
024nqC9O76nvAuIWtQGdQy,electronic
025aQi6Ffw676y8m4zLPk7,piano
025HtQSZfK801f3dnWsrRT,children
025JhegObDvE5M7tPGbBgJ,malay
0269hytbWSlMBWLLbKbEU4,kids
026EyEd8KCAoa46gtWZWJS,disco
026qbtwLI1UtOFQ22zqY2t,opera
027549yWqZS7y50vkB787P,techno
027A615jcOJgvezFn8kok4,hip-hop
027DJzimsjm1M1hflEWLnv,cantopop
027FtsrH8qfX2kDFjf3lSr,synth-pop
027FzBDYuXMlrcFi2WY44C,breakbeat
027jsTpDznBrLEuSt1onB9,latin
027qrQMWGsHo13amwdaBkI,alt-rock
027to34zV11dhlTBoHKLcR,show-tunes
027vx3TVLFM1pIWDQFTfnY,psych-rock
028eHoODO39uXKd2UGYq4t,industrial
028gJz6O9HREJ0bKUK8gpQ,hard-rock
028JwvqdCMMYgbC5nCduyL,cantopop
028odW9VHEdtpcVVMxMs75,chicago-house
029mlmG2bISTk861m8r2XV,j-pop
029QbkH9BezM0OumOqjOaQ,british
02A3eRn6nWx5NFQ8V0bzD8,club
02bERDuJxtWLvIApFJn5Ba,classical
02BHN1ZmEF1KSXYUWL9alN,black-metal
02bJ6uGeHKfNOhIc9qyA8e,"alt-rock, blues, garage"
02bmtwfw6PSnSbCdDMclBq,mandopop
02bSu2tB12OQ4MR5RBjjmJ,j-dance
02Bx0G98YOFrJFhprEXQH2,tango
02CBgVtFQjWvmUjzSeMY0O,iranian
02cIqYTYys4M1RBFiBKIEt,j-pop
02cQ2pZO0282lsQcjtHV8O,"groove, industrial"
02ctQH9W61nugZdFAYY6oP,malay
02CXWW03gPcga4hBsuylGM,latin
02CygBCQOIyEuhNZqHHcNx,"j-pop, jazz"
02dphTJYUQ9pmdNC52iyOz,spanish
02dPJJKVdz9V36TIVu5iqQ,ska
02dvPFVZvD0X6TqB5dRpth,spanish
02eaBVhJyzUZhINVGEq6de,new-age
02eOMUn8L2U6dbyTApZOaa,opera
02ePVbyZRQs0LQB5XrofKa,chicago-house
02EqvposhJjwrgkQexKIdW,acoustic
02EzWMSMsWIcCbpytj0weq,british
02f0SdK4A6T6MLRNUTjAUf,ska
02FMm5i1pZR6TC9IeAmx1B,black-metal
02fuv91GGA2FwaOTiKQVa7,"hardcore, jazz"
02FzDPhxAoCZp6Fz4GzMmL,acoustic
02gfe0xcLymHXarFnaNLnL,idm
02GG5bTZ0y37P1qqdtGut4,pagode
02GgBrc9tRD1gDmy3uTfJO,spanish
02GGlQrUckPW2fJmYVpU8l,forro
02gKvoYVXSINVj1HP95yZ6,synth-pop
02GSe4Hww1RWvmt9JS3bPc,show-tunes
02HBzyigV4WjMhBLwmJI7f,minimal-techno
02HdjmfXq1F2OsX6yPg86n,world-music
02hiIe9tUYeHw6l2V7H2cC,gospel
02hJby0fHozHtjdFrB7iDW,sleep
02hLeVpizdFbyt7MaZ8aUr,disney
02HQGyk9aGfleS1epTFtnJ,afrobeat
02HqnDssYA62iGapkpJIkJ,country
02HucklRTcDZsLGwxA6KBL,comedy
02I4QzTUKaa1bYbSLddSE6,synth-pop
02iaqWxSrjvp15DKdFvnwr,comedy
02icGSji9ynCLKi1hl5BI8,kids
02irDahUHwaZAhr2cdumxr,goth
02iteG1GRVp0eKukZQMM13,groove
02IW65kQC100srRSE5poWs,"folk, psych-rock, singer-songwriter, songwriter"
02IzKHWkGVtNMdPoOAxHb3,"hard-rock, metal, power-pop, r-n-b"
02J3mNwGfcOS7jjAUfzMgV,indian
02j3P5NLtFH34LVPLHLk5s,"brazil, r-n-b, reggae"
02je4yfdeiGPA0cR1ElH5m,cantopop
02jMfG6HDgZu7PmCWD4DnT,j-idol
02JteUGgrdisRZV9KdUTfj,bluegrass
02JV4HqCdytDkfFwADgLeS,idm
02JvGpLUdM5uCmqkwWOoF1,opera
02K5L2D21TVIINipDIPEfA,mandopop
02KmEChUwcjxG3G29kbLFT,german
02kN88Xc8ks3JiKkGrMNpm,piano
02kqIWKi4zOQ2hIjUAfhqb,"electro, indie-pop, indie"
02KTSos6KmLPG8pGozx2np,black-metal
02kWjlxPQ9g6gsZyLmKiOJ,disney
02lerMYG43kTnknsQLgxYK,comedy
02LGAU4H4tjlOB9irZMGgt,folk
02LmGMJG5yi2K1RsBOj5cR,"dub, dubstep, edm, house"
02mDVNH84zLwiuVPbxDBMv,chicago-house
02MRylJ1WAgxzdqfNfdIsR,romance
02MTt3icUotvWO6MMeoLaF,forro
02nbJMpnovYSXre1J1SfRm,k-pop
02O8kFegag7ROAOh86yCuv,children
02obeYkCdobtFWUBXkScFP,kids
02ocZZctcFyYofzlaYObDr,kids
02oT3HvcsXD64VwOBtH8yM,"dub, dubstep"
02oW7CYWjfiCs1rZs7GNes,"goth, metal"
02PmBt1SY0YEytRpfzdSOP,malay
02PrEMdIG6Jlfx7Qdvjb6M,bluegrass
02PTdS9L4BFXOtNvyM1ukF,metalcore
02q48eRgkja20qgxTKdXk4,dance
02q7qbOYbE89NMFEtOklcc,progressive-house
02Q9pW0hdgO0OuzkxIRgG6,"punk-rock, punk"
02QyMATEldBNw7nZgufmsY,guitar
02R7UCuWpRgzm8nmpz9hWC,electronic
02rbne3IY7qCOLZSnJrAh8,comedy
02rL5rMK7s4LQ6BAjNF5iv,"alt-rock, ska"
02rlDATSROFtjqmvs1dBKr,hardcore
02rMawfX5aNC9eIfpCbhUG,goth
02RNDvltioV7AtA4yqrSlf,synth-pop
02s0epvuQJZaYi1qSVOZsF,"black-metal, death-metal"
02sas1xqIwRm7iWSoHDvKe,"folk, indian, indie-pop, indie, singer-songwriter, songwriter"
02sEDfbS0iwKdagP309Gfy,turkish
02shCNmb6IvgB5jLqKjtkK,"edm, electro, house, progressive-house"
02SO3ikjtfG1avKhU3jQdw,opera
02srSkeu2pzybuVr2B9TJm,disco
02SUmnmo7k7QzHckv0iPCV,opera
02tjXDTJtONTpjw4XZny3n,ambient
02TVrXmI9EBYpuSdmTr4gn,british
02tWxsxgRYdquJqB4eT8Rv,"indian, indie-pop, indie"
02U2HxItROptvGJ5NPReWz,forro
02uA5uThx2JTpcImbuS9wC,pagode
02UaoO3rLWKlDgN5uMpD2d,j-idol
02ueTZj85gPNvCNbt3BSVl,show-tunes
02UfBmMerddIN9u4AF7srK,samba
02uRToy7bttYcKCO3vIStA,trip-hop
02VBYrHfVwfEWXk5DXyf0T,dance
02vH3AGn0OBUNhXEi421hS,mpb
02vMcFvJzeFj2s1d4F14rS,breakbeat
02vvQ6oDimuTU2fnaewwXv,"emo, punk-rock, punk"
02WBEBJJX1R2UrYSUrAPi6,indian
02WKGxS1NX7eJTgW1seICP,german
02wki7jtfqvuz7JzI37o09,"classical, german"
02WpCYOVHVRDPhbkiswGmQ,children
02x0srefQt05LECFefKRBH,iranian
02X5Rff4oFN7HQyy8IAnE4,breakbeat
02X7XgBMKqtFpYyXStl3Rs,trance
02X93AUKXP7FPJBPckqgGu,world-music
02xd7yuAEiLOF7rt4zlPep,"classical, new-age, piano"
02xfm0GjvV6vrxrB2Hy2Cl,iranian
02xLq9IUGckovMN8Gs1irQ,world-music
02xRKYZ1jY4B6utPa59qSf,electro
02XTkiiDVprCUOaCVDVS1G,grindcore
02xwA3Ej9NPetftp9V7VZ3,j-pop
02YAbVNakOle4LWElPxcc5,salsa
02yaX0Reb1fQYIQdri4Ow8,"dub, dubstep, electronic"
02yEhcqA7tqfca3gwPxXdF,"latin, latino, reggae, reggaeton"
02Yq5yPG7j7QylbZiVmJJI,"disco, party"
02YubixxXSYIBLlP8EyIJf,iranian
02Yz60gPergGhGxfOfbve8,power-pop
02Z90kqEwTvBQEOmP6jxyk,hip-hop
02zFCfzkqFwNaZ4f0idBbi,samba
02zFk3c748KgXfqaIgnDgL,blues
02ZlHF9zknz6qKk2K8wqM1,new-age
030Et3kzlh9pt6oFrUEVxE,heavy-metal
030LRE8b24maUNiC9OG2FP,french
030RVDutkfRcbxnvP4OjuK,afrobeat
031AIGrfnhZYJxegTuYw9W,"minimal-techno, techno"
031UpfMz8ezzJSB39T07f0,"jazz, samba"
032kgqbyAfAT6SaA5pf9CZ,honky-tonk
032TLciwBjJAfCxsRIPfPw,grindcore
033BH9v7RyCCdHzgxyiU5R,alt-rock
033TgVvN3GEVnS7nHYK8SS,cantopop
033uNwmVzZvXm00CUPBnA0,trance
0343bYQtSfznf6v90jRLRK,"edm, electro, house, progressive-house, swedish"
034cAibJlvEZHcZcsyXraJ,indie
034HIrJlfbxFyXJFiEMH1K,salsa
034KyQEk7IhbLtniVhBErj,"chill, soul"
034QFxadzhSnGsrStsQaKB,"indie, soul, swedish"
035mP1ysCkvQE1dB2hsVtt,black-metal
036OY3xFXIRCTTCLyIs0yd,turkish
037dsoQoh3M3MjURPY3NX3,chill
037RgaxpJ73OzeaHOO32VD,spanish
0383N8VJ7hxUAgb0741aMD,grindcore
0385HqYimoTQaHZP17KwG1,pop
038gnuPve7s8rADCEDYsMH,pop-film
038lnDY4J5hE1O9BibgZ0R,breakbeat
038lOoYSgahzWZcnSeDOXO,chicago-house
038oBXqL9ttCHHZmNrYxQk,hip-hop
038PaU9vPDq2itJcSQrawe,black-metal
0393PMIQFV9pewSmxoWwXw,"alt-rock, indie, indie-pop, indie"
039C1uH7PyqfwQuCvpu7U7,dancehall
039KJdHDEFlY8jvPNkKJZM,breakbeat
039sj87NWcViw10cfxBIsv,classical
039VxfSo5FErqE65169VZL,progressive-house
03a359wbiUsjN9h6yzXvmS,latino
03aiQ6cX3yeHwiIA8rvDLu,"dance, edm, house"
03AOPd7ZJbE9LPIA8oZMsA,"minimal-techno, techno"
03ARE7xKtbCVV2GE5j0IWq,swedish
03Ax0kOLlmuTKA1ay5DOeU,study
03b80IxIQ8qOzYVbcbTyRL,german
03B8ZXUmuDpf59j5PIMFHq,classical
